200		1.59378		0.193802
225		1.24011		0.0547259
250		0.585294		0.0417495
275		0.701181		0.0473713
300		4.40865		0.0564019
325		16.3592		0.0892433
350		21.1716		0.104628
375		20.8597		0.102405
400		21.853		0.108749
425		21.2745		0.113718
450		19.7472		0.122087
475		16.8832		0.140921
500		15.5238		0.169393
525		9.04071		0.238871
550		7.09293		0.21168
575		5.00368		0.0520236
600		3.27956		0.0735731
